Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD00967,Infusion Pump,2019-07-24,6,ImagingTech,Model-200,Japan,8071.372300246584,22.49390363440765,5,3,3,Component replacement after detecting software crash; functionality restored. reboot failed critical failure
MD01145,PET Scanner,2023-10-20,2,CardioSync,Model-400,UK,-1061.6450672817446,16.132047523234238,4,2,2,System performance degraded due to sensor misalignment; mitigation via system reset. driver update component review
MD02411,Defibrillator,2021-10-28,4,ImagingTech,Model-250,Canada,11303.796580804928,13.402369279301432,2,2,2,software crash caused operational delay; recalibration initiated. reviewed logs moderate delay
MD03274,MRI Scanner,2022-12-09,3,MedEquip,Model-100,Italy,7087.880508814632,15.720888022067369,1,0,2,System performance degraded due to software crash; mitigation via inspection. driver update component review
MD03530,X-Ray Machine,2013-05-29,12,UltraMed,Model-100,Japan,22899.742632311143,4.3176819029775055,4,2,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced emergency shutdown
MD01832,X-Ray Machine,2014-03-02,11,ScanPro,Model-400,USA,2396.434558186349,2.5852729844422053,2,1,2,System performance degraded due to circuit failure; mitigation via component upgrade. moderate delay average severity report
MD03828,MRI Scanner,2017-04-09,8,ScanPro,Model-500,UK,4832.503431036503,5.315852825361992,5,4,2,Component component upgrade after detecting circuit failure; functionality restored. moderate delay moderate delay
MD02403,CT Scanner,2021-12-28,4,UltraMed,Model-300,Japan,6597.719334492605,4.8651298596616135,5,1,1,Component recalibration after detecting sensor misalignment; functionality restored. software reset log file cleared
MD00772,Defibrillator,2022-08-27,3,MedEquip,Model-200,Italy,4706.139111424942,4.060287539443817,2,2,1,overheating caused operational delay; inspection initiated. software reset routine reset
MD05468,X-Ray Machine,2019-11-28,6,CardioSync,Model-500,UK,9120.549708050254,28.134227770755416,5,2,3,System performance degraded due to overheating; mitigation via system reset. reboot failed hardware fault
MD01634,Infusion Pump,2020-07-23,5,UltraMed,Model-200,Italy,6875.443605719587,5.069558308870903,5,6,2,Component system reset after detecting circuit failure; functionality restored. moderate delay performance warning
MD05058,Infusion Pump,2014-07-07,11,UltraMed,Model-300,Japan,12618.86502596342,12.044903773914829,5,1,2,Routine check completed; abnormal sound observed during diagnostics. driver update performance warning
MD02587,PET Scanner,2013-05-20,12,ScanPro,Model-100,France,6736.239548893838,10.983218321054943,1,2,1,Component inspection after detecting voltage spike; functionality restored. minor issue log file cleared
MD04681,Infusion Pump,2023-10-25,2,MedEquip,Model-400,UK,5523.426881598027,6.642041094747236,4,1,1,Routine check completed; voltage spike observed during diagnostics. software reset low priority fault
MD03425,CT Scanner,2021-06-25,4,MedEquip,Model-550,France,11938.532427176724,2.946369979085114,5,1,2,software crash caused operational delay; component upgrade initiated. driver update component review
MD00314,MRI Scanner,2017-02-05,8,ScanPro,Model-200,Canada,529.4412721878167,23.04336341104716,5,2,3,abnormal sound caused operational delay; inspection initiated. sensor replaced critical malfunction
MD01536,Infusion Pump,2014-11-08,11,ScanPro,Model-250,Canada,8333.691458035888,28.56804004815024,1,2,3,Routine check completed; software crash observed during diagnostics. data loss system crash
MD01876,Defibrillator,2017-07-24,8,UltraMed,Model-500,Canada,17124.996464973112,9.636417769564126,3,3,2,Routine check completed; circuit failure observed during diagnostics. driver update moderate delay
MD00963,PET Scanner,2020-12-13,5,ImagingTech,Model-500,Japan,5828.667257977863,1.8831498702451928,1,0,1,data lag caused operational delay; software patch initiated. log cleaned minor issue
MD02722,MRI Scanner,2023-03-02,2,ImagingTech,Model-400,Canada,6192.011172775283,19.352659492815317,3,2,3,System performance degraded due to abnormal sound; mitigation via recalibration. sensor replaced sensor replacement
MD02404,PET Scanner,2019-04-06,6,MedEquip,Model-600,Italy,2570.9101790233854,8.074507803277928,1,3,1,Routine check completed; circuit failure observed during diagnostics. minor issue stable condition
MD03076,PET Scanner,2013-06-13,12,MedEquip,Model-650,Italy,-76.1647763788725,9.401131960624166,1,3,1,battery wear caused operational delay; recalibration initiated. quick fix stable condition
MD03285,MRI Scanner,2017-01-17,8,MedEquip,Model-400,UK,4153.629444356094,5.483842588469904,2,2,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs component review
MD03825,Defibrillator,2023-05-29,2,UltraMed,Model-400,USA,4181.008256005087,11.122543358078724,4,1,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned log file cleared
MD00813,CT Scanner,2021-10-13,4,MedEquip,Model-650,Japan,2309.3938183080586,5.404700240711741,2,2,1,System performance degraded due to overheating; mitigation via software patch. minor issue temporary glitch
MD01945,CT Scanner,2020-02-06,5,CardioSync,Model-100,Canada,7152.416356905736,3.7749899052381695,2,1,3,overheating caused operational delay; firmware update initiated. critical failure emergency shutdown
MD00163,CT Scanner,2023-01-15,2,CardioSync,Model-650,UK,3428.478639338068,2.9890930224864656,2,2,1,System performance degraded due to circuit failure; mitigation via system reset. log cleaned stable condition
MD05240,MRI Scanner,2020-11-29,5,CardioSync,Model-550,USA,312.5983511889576,9.36484083477909,2,3,2,battery wear caused operational delay; system reset initiated. driver update non-critical warning
MD04912,CT Scanner,2022-03-21,3,ScanPro,Model-100,UK,16485.956294723754,26.46911989085265,3,1,3,System performance degraded due to circuit failure; mitigation via system reset. critical failure sensor replacement
MD02038,Infusion Pump,2023-09-22,2,CardioSync,Model-100,Japan,8984.847821128657,5.395277234550737,2,5,3,System performance degraded due to battery wear; mitigation via system reset. critical failure urgent inspection needed
MD00503,Defibrillator,2019-04-18,6,ImagingTech,Model-150,Canada,6672.254613934883,4.070210771604476,2,3,1,Component firmware update after detecting data lag; functionality restored. quick fix low priority fault
MD03392,Infusion Pump,2014-01-06,11,MedEquip,Model-550,USA,5291.701448271105,8.224855744774793,1,4,1,Routine check completed; overheating observed during diagnostics. minor issue low priority fault
MD02018,MRI Scanner,2021-03-30,4,ImagingTech,Model-650,USA,11822.992126541889,30.62678965859208,5,1,3,Component software patch after detecting abnormal sound; functionality restored. reboot failed system crash
MD05411,CT Scanner,2014-06-08,11,ImagingTech,Model-100,Canada,5828.683713285315,4.248477151803919,4,2,2,System performance degraded due to circuit failure; mitigation via recalibration. moderate delay driver update applied
MD00788,MRI Scanner,2020-11-23,5,ImagingTech,Model-650,Italy,22557.000211832437,12.487625614990549,3,2,3,data lag caused operational delay; system reset initiated. critical failure critical malfunction
MD04558,Infusion Pump,2023-05-10,2,ImagingTech,Model-200,Canada,7196.35204160013,3.5590145849254378,5,2,1,Routine check completed; software crash observed during diagnostics. log cleaned minor issue
MD00008,MRI Scanner,2016-03-14,9,MedEquip,Model-350,UK,16751.78901660866,22.10444778731785,1,3,3,Component firmware update after detecting software crash; functionality restored. data loss emergency shutdown
MD05255,CT Scanner,2015-06-26,10,ScanPro,Model-100,Japan,9452.223345068893,3.436454693232612,1,2,2,Component firmware update after detecting sensor misalignment; functionality restored. reviewed logs driver update applied
MD01520,X-Ray Machine,2016-06-05,9,ImagingTech,Model-500,Japan,6193.439670255014,5.211499225374059,5,2,1,circuit failure caused operational delay; recalibration initiated. software reset stable condition
MD00443,MRI Scanner,2019-02-10,6,RescueTech,Model-400,UK,7059.920898700674,5.326428722154584,5,0,1,software crash caused operational delay; recalibration initiated. quick fix quick fix
MD04323,PET Scanner,2020-09-01,5,RescueTech,Model-250,USA,6840.451305434296,6.628809015396046,5,0,2,System performance degraded due to abnormal sound; mitigation via firmware update. moderate delay performance warning
MD02901,Defibrillator,2013-07-15,12,ImagingTech,Model-150,France,17576.409633325187,29.4674687445232,5,2,3,battery wear caused operational delay; replacement initiated. reboot failed sensor replacement
MD04281,PET Scanner,2016-07-31,9,ScanPro,Model-450,Canada,3645.895218797317,3.984957093291296,5,1,1,Component inspection after detecting abnormal sound; functionality restored. minor issue stable condition
MD03246,MRI Scanner,2013-10-24,12,UltraMed,Model-250,Italy,1168.1065610849607,1.7741230144167728,2,6,1,Routine check completed; software crash observed during diagnostics. software reset stable condition
MD03432,PET Scanner,2019-10-16,6,ScanPro,Model-550,UK,-1446.7412675456374,14.13363615879135,1,1,2,Routine check completed; overheating observed during diagnostics. moderate delay performance warning
MD00809,PET Scanner,2021-07-19,4,RescueTech,Model-400,Canada,13528.615103012366,32.94653723491451,3,0,3,Routine check completed; circuit failure observed during diagnostics. sensor replaced high priority failure
MD05394,PET Scanner,2022-10-15,3,MedEquip,Model-500,France,5085.90009102283,5.156706802090923,3,3,1,Component system reset after detecting sensor misalignment; functionality restored. software reset system check passed
MD01788,PET Scanner,2021-01-23,4,RescueTech,Model-200,USA,4652.829709121079,6.122803244768753,4,2,1,System performance degraded due to circuit failure; mitigation via software patch. log cleaned minor issue
MD02484,PET Scanner,2020-07-20,5,ScanPro,Model-250,Canada,6741.082414636727,2.410458056342446,4,0,1,Component firmware update after detecting data lag; functionality restored. minor issue routine reset
MD02818,CT Scanner,2018-07-04,7,ImagingTech,Model-100,Italy,6316.728893015943,4.684288791059722,2,0,1,Component replacement after detecting overheating; functionality restored. quick fix log file cleared
MD01718,X-Ray Machine,2024-01-10,1,ImagingTech,Model-300,Japan,16507.63573322465,8.047814691628204,5,1,2,System performance degraded due to software crash; mitigation via firmware update. reviewed logs average severity report
MD01458,Defibrillator,2016-06-27,9,RescueTech,Model-200,USA,-915.990759808712,10.661840351294028,5,0,2,Component inspection after detecting voltage spike; functionality restored. driver update driver update applied
MD04256,X-Ray Machine,2018-12-15,7,UltraMed,Model-450,Italy,8707.12238237288,25.795438795082024,5,5,3,System performance degraded due to abnormal sound; mitigation via recalibration. reboot failed system crash
MD04448,Defibrillator,2017-03-14,8,ImagingTech,Model-500,Italy,11441.477657227002,7.472404404464956,2,1,2,Component firmware update after detecting data lag; functionality restored. reviewed logs device required inspection
MD01150,X-Ray Machine,2014-03-12,11,UltraMed,Model-100,UK,12129.440202356298,8.849524153316878,2,0,2,abnormal sound caused operational delay; recalibration initiated. moderate delay average severity report
MD00280,PET Scanner,2017-10-01,8,ScanPro,Model-450,Japan,17012.76856650316,19.18535965812227,3,0,3,Routine check completed; battery wear observed during diagnostics. data loss critical failure
MD04503,Infusion Pump,2019-11-15,6,UltraMed,Model-400,Italy,3558.151328566312,1.946221802308738,2,2,1,Component component upgrade after detecting battery wear; functionality restored. software reset stable condition
MD03196,Infusion Pump,2021-05-13,4,UltraMed,Model-100,France,14450.90656988011,3.99912762135016,5,1,2,Component recalibration after detecting data lag; functionality restored. component issue performance warning
MD02949,Infusion Pump,2018-12-27,7,ScanPro,Model-600,France,16916.169552557516,4.892279531107461,3,4,2,System performance degraded due to software crash; mitigation via replacement. component issue non-critical warning
MD02770,CT Scanner,2018-10-20,7,UltraMed,Model-500,Italy,8514.874648881301,2.408396330785533,3,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay average severity report
MD05247,Defibrillator,2022-04-08,3,UltraMed,Model-550,UK,4051.429302621029,10.008201312339937,3,3,1,abnormal sound caused operational delay; software patch initiated. minor issue routine reset
MD02629,Defibrillator,2022-03-03,3,CardioSync,Model-500,USA,8013.195429371917,9.600317429062608,4,2,1,circuit failure caused operational delay; firmware update initiated. minor issue log file cleared
MD02709,CT Scanner,2019-12-03,6,RescueTech,Model-150,UK,6555.462031804843,7.0006055196286034,2,2,2,abnormal sound caused operational delay; system reset initiated. component issue device required inspection
MD00877,PET Scanner,2013-10-10,12,ImagingTech,Model-150,France,4279.861959678577,8.151488937874705,5,2,1,Component recalibration after detecting software crash; functionality restored. minor issue stable condition
MD00633,MRI Scanner,2022-05-27,3,UltraMed,Model-500,UK,6450.823164630213,7.077049042333603,3,3,1,Component inspection after detecting data lag; functionality restored. quick fix quick fix
MD02915,Infusion Pump,2023-02-25,2,ScanPro,Model-150,USA,6149.708769802628,33.769554841458124,4,1,3,battery wear caused operational delay; inspection initiated. reboot failed sensor replacement
MD02459,Infusion Pump,2019-07-23,6,ImagingTech,Model-250,Japan,12267.149952306934,6.262296343420354,5,1,2,abnormal sound caused operational delay; system reset initiated. reviewed logs component review
MD02790,PET Scanner,2022-11-17,3,UltraMed,Model-200,Canada,19499.11838536123,7.140114754474316,1,1,3,Routine check completed; software crash observed during diagnostics. data loss system crash
MD00808,PET Scanner,2014-11-29,11,ImagingTech,Model-650,France,10131.081440036098,23.584388192281065,2,1,3,data lag caused operational delay; system reset initiated. reboot failed high priority failure
MD01483,Defibrillator,2013-04-23,12,MedEquip,Model-400,USA,15232.42375377525,32.91463469055495,4,0,3,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement
MD04988,MRI Scanner,2013-08-22,12,ScanPro,Model-300,Italy,-2272.757459959347,3.436809975865996,1,3,3,System performance degraded due to software crash; mitigation via replacement. reboot failed high priority failure
MD01871,CT Scanner,2018-12-07,7,ScanPro,Model-150,USA,3102.1766920967893,5.870367933768126,3,1,1,data lag caused operational delay; component upgrade initiated. log cleaned low priority fault
MD04474,Infusion Pump,2019-03-09,6,RescueTech,Model-500,Canada,17484.30175019584,8.599608435852955,5,3,3,software crash caused operational delay; firmware update initiated. reboot failed urgent inspection needed
MD05494,X-Ray Machine,2019-07-09,6,ImagingTech,Model-650,Italy,6015.369443562506,16.59790446925076,5,1,2,circuit failure caused operational delay; firmware update initiated. moderate delay moderate delay
MD03072,PET Scanner,2015-05-04,10,UltraMed,Model-600,Canada,2795.5378379629324,1.7668772750669302,1,1,1,Routine check completed; data lag observed during diagnostics. quick fix quick fix
MD01778,MRI Scanner,2022-08-12,3,UltraMed,Model-550,Canada,7947.932820528721,10.10415670852975,4,1,3,software crash caused operational delay; recalibration initiated. reboot failed system crash
MD03070,X-Ray Machine,2017-10-23,8,RescueTech,Model-250,USA,18994.42740212357,7.17988993911855,2,3,3,Routine check completed; data lag observed during diagnostics. data loss sensor replacement
MD05024,Infusion Pump,2013-08-29,12,ScanPro,Model-250,UK,9043.595065269234,5.083714241424371,1,1,2,Component inspection after detecting circuit failure; functionality restored. driver update device required inspection
MD00152,Defibrillator,2013-09-10,12,RescueTech,Model-650,Italy,15461.740068642952,18.52872463929415,3,1,3,Routine check completed; circuit failure observed during diagnostics. reboot failed critical malfunction
MD02379,MRI Scanner,2018-11-21,7,ImagingTech,Model-250,USA,6555.392984287353,6.116095654822754,5,2,1,System performance degraded due to data lag; mitigation via system reset. minor issue routine reset
MD03085,X-Ray Machine,2015-11-27,10,RescueTech,Model-100,UK,4051.283704905341,4.208976396475628,1,1,1,Component system reset after detecting voltage spike; functionality restored. log cleaned system check passed
MD03539,MRI Scanner,2020-01-01,5,RescueTech,Model-350,Italy,7411.69578241505,5.001793261071432,3,2,2,Component software patch after detecting overheating; functionality restored. component issue performance warning
MD00156,X-Ray Machine,2015-02-02,10,UltraMed,Model-600,France,2139.5664624879896,1.6412754835395806,3,3,1,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue log file cleared
MD05152,PET Scanner,2022-07-14,3,ImagingTech,Model-350,UK,7360.414589398572,15.662453136163595,1,3,2,Component inspection after detecting data lag; functionality restored. component issue average severity report
MD01783,Defibrillator,2019-07-06,6,CardioSync,Model-450,Japan,4933.441237585357,15.58516581447618,3,3,3,Component replacement after detecting battery wear; functionality restored. data loss sensor replacement
MD03515,CT Scanner,2017-07-02,8,ImagingTech,Model-100,Canada,1496.202271419895,8.403011492555702,3,0,3,Component inspection after detecting abnormal sound; functionality restored. sensor replaced urgent inspection needed
MD04530,Defibrillator,2022-04-01,3,ImagingTech,Model-350,Japan,3449.027785491151,14.619632740742883,2,4,2,Component firmware update after detecting sensor misalignment; functionality restored. component issue performance warning
MD02713,Infusion Pump,2014-08-19,11,ImagingTech,Model-600,Italy,9985.540118202898,18.777000627184037,5,1,2,System performance degraded due to circuit failure; mitigation via inspection. moderate delay average severity report
MD02396,X-Ray Machine,2023-07-17,2,MedEquip,Model-450,Japan,10470.90189807309,20.293179614173493,4,3,3,Routine check completed; data lag observed during diagnostics. reboot failed hardware fault
MD02608,PET Scanner,2018-04-12,7,RescueTech,Model-100,Italy,7439.656401215391,6.444558706609581,5,1,1,software crash caused operational delay; replacement initiated. minor issue low priority fault
MD04507,MRI Scanner,2019-03-16,6,ImagingTech,Model-550,France,4192.155610098728,2.54725146671405,3,1,1,System performance degraded due to software crash; mitigation via inspection. quick fix system check passed
MD04621,MRI Scanner,2014-09-02,11,RescueTech,Model-300,Italy,2155.9396426341286,4.427886862485235,5,2,1,Routine check completed; abnormal sound observed during diagnostics. quick fix system check passed
MD01173,PET Scanner,2015-08-14,10,RescueTech,Model-550,UK,9829.305025184776,13.824094177712036,1,2,2,Component inspection after detecting data lag; functionality restored. driver update non-critical warning
MD01774,CT Scanner,2024-02-12,1,MedEquip,Model-650,France,16266.261550669418,24.817825585510494,3,4,3,Routine check completed; software crash observed during diagnostics. reboot failed sensor replacement
MD01863,Defibrillator,2022-09-11,3,MedEquip,Model-500,Italy,5543.221284341291,9.586883401658994,1,1,2,abnormal sound caused operational delay; replacement initiated. reviewed logs performance warning
MD03725,CT Scanner,2018-05-19,7,ScanPro,Model-100,UK,18249.32202580904,27.44724747675017,4,0,3,Routine check completed; voltage spike observed during diagnostics. data loss hardware fault
MD02339,Defibrillator,2016-01-19,9,CardioSync,Model-100,Japan,3709.8235811010463,8.884338983610576,5,0,1,System performance degraded due to software crash; mitigation via software patch. minor issue temporary glitch
MD04536,CT Scanner,2016-02-04,9,ScanPro,Model-150,Italy,3740.6120214593607,4.278777581088262,4,1,1,Component replacement after detecting circuit failure; functionality restored. quick fix minor issue
MD04114,CT Scanner,2014-09-04,11,MedEquip,Model-600,Canada,15932.68824430678,10.651877599031597,3,4,3,software crash caused operational delay; recalibration initiated. sensor replaced urgent inspection needed
MD02975,PET Scanner,2020-08-29,5,CardioSync,Model-550,USA,5724.832291002079,11.837741209992636,1,5,2,overheating caused operational delay; recalibration initiated. driver update component review
MD02651,CT Scanner,2022-09-30,3,ImagingTech,Model-450,Canada,21271.99464145205,6.180155607563162,1,0,3,Component recalibration after detecting voltage spike; functionality restored. critical failure high priority failure
MD04056,CT Scanner,2016-05-27,9,ScanPro,Model-200,Japan,1412.6125367694278,18.738413197595527,3,3,3,Routine check completed; voltage spike observed during diagnostics. critical failure emergency shutdown
MD02814,Infusion Pump,2022-12-02,3,UltraMed,Model-500,Japan,14831.075464111227,20.58471691341849,3,2,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced urgent inspection needed
MD05016,CT Scanner,2013-07-16,12,RescueTech,Model-150,USA,3685.6535131442697,3.070298956447369,3,0,1,System performance degraded due to abnormal sound; mitigation via firmware update. minor issue system check passed
MD00242,MRI Scanner,2024-03-30,1,UltraMed,Model-500,USA,10327.997366727504,13.347177935331942,5,2,2,Routine check completed; overheating observed during diagnostics. moderate delay driver update applied
MD03428,PET Scanner,2018-02-19,7,MedEquip,Model-100,Canada,8242.969594083552,16.423142141049244,2,0,3,circuit failure caused operational delay; component upgrade initiated. data loss critical failure
MD04454,PET Scanner,2016-09-20,9,MedEquip,Model-500,USA,2079.490157976977,1.817023817313264,3,2,1,Component firmware update after detecting software crash; functionality restored. log cleaned log file cleared
MD04324,X-Ray Machine,2019-04-20,6,CardioSync,Model-550,Japan,13807.191771000813,16.621079207162783,2,0,3,Routine check completed; software crash observed during diagnostics. reboot failed high priority failure
MD03610,PET Scanner,2014-07-21,11,MedEquip,Model-250,UK,6855.777192363976,12.92908045136504,4,1,2,Component software patch after detecting sensor misalignment; functionality restored. reviewed logs non-critical warning
MD04611,Defibrillator,2016-08-06,9,RescueTech,Model-650,Japan,3670.037640333832,2.2076727731971117,2,3,1,sensor misalignment caused operational delay; software patch initiated. software reset low priority fault
MD05105,Infusion Pump,2016-07-31,9,MedEquip,Model-150,Canada,5467.31673918385,16.662618668159137,3,1,2,Component recalibration after detecting software crash; functionality restored. reviewed logs performance warning
MD01719,CT Scanner,2020-09-29,5,CardioSync,Model-500,France,5590.513137545802,6.867119543559886,4,1,2,overheating caused operational delay; firmware update initiated. moderate delay non-critical warning
MD00935,MRI Scanner,2024-02-15,1,ImagingTech,Model-550,USA,5228.256024330508,5.472507048144774,1,1,1,Component firmware update after detecting battery wear; functionality restored. log cleaned log file cleared
MD01225,Defibrillator,2021-07-16,4,CardioSync,Model-150,France,3776.094871761829,7.293461770133382,5,2,1,Component inspection after detecting circuit failure; functionality restored. minor issue system check passed
MD04406,MRI Scanner,2014-01-08,11,ScanPro,Model-300,France,10847.54408918136,2.8933807494894475,4,0,2,Routine check completed; software crash observed during diagnostics. reviewed logs average severity report
MD00301,MRI Scanner,2018-11-07,7,RescueTech,Model-450,Italy,13488.84570864026,11.664949692460082,4,1,3,System performance degraded due to data lag; mitigation via recalibration. data loss high priority failure
MD03263,X-Ray Machine,2016-06-10,9,ScanPro,Model-650,UK,7086.525384093209,9.92986491462377,3,3,1,battery wear caused operational delay; system reset initiated. quick fix low priority fault
MD01705,X-Ray Machine,2018-12-17,7,ScanPro,Model-650,France,11406.08340582244,7.4908910553352515,1,3,2,System performance degraded due to sensor misalignment; mitigation via software patch. reviewed logs moderate delay
MD01976,Defibrillator,2014-01-11,11,MedEquip,Model-200,Italy,4800.339971902187,1.9737181016115608,3,3,1,sensor misalignment caused operational delay; firmware update initiated. quick fix routine reset
MD02794,MRI Scanner,2014-04-11,11,ImagingTech,Model-650,Italy,9330.675346297829,19.93493883896413,4,5,3,Component recalibration after detecting overheating; functionality restored. sensor replaced emergency shutdown
MD02261,PET Scanner,2015-12-25,10,ScanPro,Model-600,UK,7202.278586167741,4.658938278524388,2,2,2,software crash caused operational delay; recalibration initiated. reviewed logs non-critical warning
MD03751,X-Ray Machine,2022-09-27,3,CardioSync,Model-350,USA,13138.680074420488,18.976763938069578,4,2,2,System performance degraded due to sensor misalignment; mitigation via software patch. driver update moderate delay
MD00073,CT Scanner,2016-09-16,9,CardioSync,Model-300,Japan,6128.0537826202,6.608986561924124,4,1,2,System performance degraded due to sensor misalignment; mitigation via component upgrade. component issue moderate delay
MD03437,Defibrillator,2019-01-03,6,RescueTech,Model-400,USA,5682.270914074721,4.419907681969947,5,6,1,Component recalibration after detecting sensor misalignment; functionality restored. quick fix quick fix
MD01467,MRI Scanner,2014-12-22,11,ScanPro,Model-600,Canada,8796.412067778834,11.102339932159536,4,1,2,System performance degraded due to abnormal sound; mitigation via firmware update. driver update performance warning
MD02562,Infusion Pump,2019-11-04,6,UltraMed,Model-150,France,2669.62131748152,19.862542828611044,4,4,3,battery wear caused operational delay; component upgrade initiated. sensor replaced sensor replacement
MD04446,MRI Scanner,2013-05-22,12,UltraMed,Model-200,USA,6661.31995777935,3.509884304096902,2,1,1,Component firmware update after detecting abnormal sound; functionality restored. minor issue temporary glitch
MD02824,PET Scanner,2013-12-29,12,ImagingTech,Model-550,USA,10720.5126579333,7.446533191201468,2,2,2,Component inspection after detecting sensor misalignment; functionality restored. reviewed logs average severity report
MD02766,PET Scanner,2016-06-22,9,ImagingTech,Model-400,Italy,12755.693909227915,9.020645921636842,3,1,3,System performance degraded due to sensor misalignment; mitigation via software patch. reboot failed sensor replacement
MD02041,MRI Scanner,2019-01-10,6,ScanPro,Model-400,USA,1430.8672776156443,16.949251786553305,4,1,2,overheating caused operational delay; system reset initiated. driver update moderate delay
MD03977,Infusion Pump,2018-03-31,7,ScanPro,Model-550,Italy,3027.3820401987487,7.111079099779629,1,1,1,System performance degraded due to data lag; mitigation via firmware update. minor issue quick fix
MD01539,Defibrillator,2015-12-11,10,MedEquip,Model-400,Japan,3895.8521103511766,2.0075335261014104,4,0,1,battery wear caused operational delay; firmware update initiated. minor issue temporary glitch
MD05434,X-Ray Machine,2014-10-02,11,UltraMed,Model-300,France,4157.365097705422,1.3883759477471318,3,3,1,Routine check completed; circuit failure observed during diagnostics. quick fix stable condition
MD01306,PET Scanner,2018-03-14,7,ScanPro,Model-400,France,5949.768424864545,5.532389328672528,2,1,2,sensor misalignment caused operational delay; component upgrade initiated. moderate delay driver update applied
MD03659,Defibrillator,2021-10-13,4,ScanPro,Model-350,USA,6448.5300439226885,10.562535355989462,1,2,1,Component replacement after detecting overheating; functionality restored. software reset quick fix
MD03460,PET Scanner,2022-11-02,3,CardioSync,Model-150,France,9181.885009428275,4.454467286527921,4,1,2,Component inspection after detecting sensor misalignment; functionality restored. moderate delay performance warning
MD00211,CT Scanner,2014-06-28,11,ImagingTech,Model-500,Japan,11507.53253956194,15.483939897179413,3,0,2,voltage spike caused operational delay; component upgrade initiated. driver update average severity report
MD02410,Infusion Pump,2013-11-06,12,CardioSync,Model-350,Italy,5886.57432177679,4.299938279237502,1,5,2,Routine check completed; overheating observed during diagnostics. reviewed logs component review
MD02064,X-Ray Machine,2013-09-27,12,CardioSync,Model-350,Japan,6078.268868279103,5.32487363807631,5,2,1,System performance degraded due to voltage spike; mitigation via software patch. software reset stable condition
MD00374,MRI Scanner,2013-05-21,12,RescueTech,Model-100,Japan,4727.626363268296,7.668853958137076,1,2,2,Component component upgrade after detecting battery wear; functionality restored. component issue average severity report
MD05096,X-Ray Machine,2016-02-26,9,RescueTech,Model-450,Italy,10554.189803288218,19.081406549783043,2,2,3,System performance degraded due to overheating; mitigation via component upgrade. data loss urgent inspection needed
MD04438,CT Scanner,2015-07-26,10,CardioSync,Model-500,Japan,7437.151717475023,8.508868332700583,4,3,1,battery wear caused operational delay; system reset initiated. quick fix routine reset
MD01406,Infusion Pump,2018-05-01,7,CardioSync,Model-300,Japan,11465.534095801117,14.67279249529859,3,4,2,Routine check completed; voltage spike observed during diagnostics. driver update moderate delay
MD02483,Infusion Pump,2024-01-16,1,MedEquip,Model-550,France,4301.915442431677,4.696409929197874,4,3,2,System performance degraded due to overheating; mitigation via inspection. reviewed logs driver update applied
MD00037,Infusion Pump,2017-06-23,8,UltraMed,Model-100,UK,3610.769068019592,7.957771964007063,2,3,1,Routine check completed; data lag observed during diagnostics. minor issue temporary glitch
MD01111,PET Scanner,2018-05-04,7,RescueTech,Model-500,Italy,15617.921602049812,14.508182971048626,4,5,3,System performance degraded due to circuit failure; mitigation via inspection. data loss critical malfunction
MD01977,X-Ray Machine,2020-01-08,5,RescueTech,Model-250,Canada,6387.250847626061,7.176345586548914,3,5,1,battery wear caused operational delay; component upgrade initiated. quick fix log file cleared
MD03498,Infusion Pump,2019-04-18,6,MedEquip,Model-450,UK,14647.848466036485,12.258637778263338,5,2,3,Routine check completed; software crash observed during diagnostics. data loss critical failure
MD04223,Infusion Pump,2018-11-17,7,CardioSync,Model-350,France,9394.524478100346,10.643118917945255,3,2,2,System performance degraded due to voltage spike; mitigation via system reset. moderate delay performance warning
MD05235,Infusion Pump,2013-12-09,12,MedEquip,Model-250,Japan,8416.757971155042,11.295331367691237,2,3,1,voltage spike caused operational delay; replacement initiated. software reset stable condition
MD01032,CT Scanner,2013-09-08,12,MedEquip,Model-400,Italy,2867.123291822052,10.194277822708065,4,0,2,sensor misalignment caused operational delay; software patch initiated. component issue driver update applied
MD02618,Defibrillator,2020-06-09,5,RescueTech,Model-650,Japan,13377.361424030096,11.62513184829269,5,5,3,voltage spike caused operational delay; firmware update initiated. reboot failed emergency shutdown
MD03669,X-Ray Machine,2013-11-08,12,CardioSync,Model-300,France,13697.84925375999,16.19639092235484,3,2,3,Component firmware update after detecting voltage spike; functionality restored. reboot failed critical failure
MD02657,X-Ray Machine,2014-02-21,11,UltraMed,Model-350,France,22586.824614116387,11.268311272094191,3,0,3,Routine check completed; voltage spike observed during diagnostics. critical failure high priority failure
MD02687,CT Scanner,2015-02-28,10,CardioSync,Model-350,USA,9783.99310982822,16.369056127589282,2,0,2,System performance degraded due to sensor misalignment; mitigation via component upgrade. reviewed logs performance warning
